language,split,id,utt,annot_utt,scenario
Vietnamese,train,69,tôi thích nhạc rock,tôi thích nhạc [music_genre : rock],music
Vietnamese,train,70,ban nhạc yêu thích của tôi là queen,ban nhạc yêu thích của tôi là [artist_name : queen],music
Vietnamese,train,72,bắt đầu phát nhạc từ mục yêu thích,bắt đầu phát nhạc từ mục yêu thích,play
Vietnamese,train,73,làm ơn mở nhạc hay nhất của tôi,làm ơn mở nhạc hay nhất của tôi,play
Vietnamese,train,75,ai là tác giả của bài hát gần đây,ai là tác giả của bài hát gần đây,music
Vietnamese,train,76,bài hát đang phát đó từ album nào vậy,bài hát đang phát đó từ album nào vậy,music
Vietnamese,train,77,olly tôi thật sự yêu thích bài hát này,olly tôi thật sự yêu thích bài hát này,music
Vietnamese,train,78,bài hát bạn đang chơi thật tuyệt,bài hát bạn đang chơi thật tuyệt,music
Vietnamese,train,79,đây là một bài hát hay nhất của tôi,đây là một bài hát hay nhất của tôi,music
Vietnamese,train,81,chỉnh đèn sáng thêm,chỉnh đèn sáng thêm,iot
Vietnamese,train,82,mở đèn lên to nhất,mở đèn lên [change_amount : to nhất],iot
Vietnamese,train,83,này khởi động robot hút bụi,này khởi động [device_type : robot hút bụi],iot
Vietnamese,train,84,bật robot lau nhà,bật [device_type : robot lau nhà],iot
Vietnamese,train,87,làm ơn đặt sushi cho bữa tối,làm ơn đặt [food_type : sushi] cho [meal_type : bữa tối],takeaway
Vietnamese,train,88,này tôi muốn đặt một burger,này tôi muốn đặt một [food_type : burger],takeaway
Vietnamese,train,91,tôi có thể đặt bữa tối mang đi tại byrons hay không,tôi có thể đặt [meal_type : bữa tối] [order_type : mang đi] tại [business_name : byrons] hay không,takeaway
Vietnamese,train,92,byron có khuyến khích việc bán mang đi hay không,[business_name : byron] có khuyến khích việc [order_type : bán mang đi] hay không,takeaway
Vietnamese,train,93,đặt báo thức lúc mười hai giờ,đặt báo thức lúc [time : mười hai giờ],alarm
Vietnamese,train,94,cài báo thức sau bốn mươi phút kể từ bây giờ,cài báo thức sau [time : bốn mươi phút kể từ bây giờ],alarm
Vietnamese,train,95,đặt báo thức cho tám giờ mỗi ngày trong tuần,đặt báo thức cho [time : tám giờ] [general_frequency : mỗi ngày trong tuần],alarm
Vietnamese,train,96,trời đang mưa phải không,trời [weather_descriptor : đang mưa] phải không,weather
Vietnamese,train,97,có phải trời sẽ mưa,có phải trời sẽ [weather_descriptor : mưa],weather
Vietnamese,train,98,có phải tuyết đang rơi,có phải [weather_descriptor : tuyết đang rơi],weather
Vietnamese,train,101,thời tiết tuần này thế nào,thời tiết [date : tuần này] thế nào,weather
Vietnamese,train,104,cho tôi xem tin tức trên kênh mười bốn,cho tôi xem tin tức trên [media_type : kênh mười bốn],news
Vietnamese,train,105,có những tin tức gì từ kênh mười bốn,có những tin tức gì từ [media_type : kênh mười bốn],news
Vietnamese,train,106,tin tức mới nhất từ kênh v. t. v. ba là gì,tin tức mới nhất từ [media_type : kênh v. t. v. ba] là gì,news
Vietnamese,train,108,phát một bài hát tôi thích,phát một bài hát tôi thích,play
Vietnamese,train,110,phát nhạc mỹ tâm,phát nhạc [artist_name : mỹ tâm],play
Vietnamese,train,111,mở vài bài của cá hồi hoang,mở vài bài của [artist_name : cá hồi hoang],play
Vietnamese,train,114,xáo trộn danh sách phát này,[player_setting : xáo trộn] danh sách phát này,music
Vietnamese,train,116,đang mở bài gì thế,đang mở bài gì thế,music
Vietnamese,train,117,nhạc này là gì vậy,nhạc này là gì vậy,music
Vietnamese,train,118,nói tôi biết nghệ sĩ của bài hát này,nói tôi biết nghệ sĩ của bài hát này,music
Vietnamese,train,119,hãy làm tôi cười,hãy làm tôi cười,general
Vietnamese,train,120,hãy làm tôi cười,hãy làm tôi cười,general
Vietnamese,train,121,kể cho tôi nghe một câu chuyện cười hay,kể cho tôi nghe một câu chuyện cười [joke_type : hay],general
Vietnamese,train,123,kể cho tôi một câu chuyện cười,kể cho tôi một câu chuyện cười,general
Vietnamese,train,125,alexa kể cho tôi một câu chuyện cười,alexa kể cho tôi một câu chuyện cười,general
Vietnamese,train,126,làm tôi vui lên,làm tôi vui lên,general
Vietnamese,train,129,kể cho tôi về hôm nay,kể cho tôi về [date : hôm nay],general
Vietnamese,train,130,đặt một cái pizza,đặt một cái [food_type : pizza],takeaway
Vietnamese,train,131,đặt cho tôi một byron từ deliveroo,đặt cho tôi một [food_type : byron] từ [business_name : deliveroo],takeaway
Vietnamese,train,133,khi nào đơn đặt hàng của tôi tới,khi nào đơn đặt hàng của tôi tới,takeaway
Vietnamese,train,134,bao lâu đến khi đơn mang đi của tôi tới,bao lâu đến khi [order_type : đơn mang đi] của tôi tới,takeaway
Vietnamese,train,135,tình trạng giao hàng của domino,tình trạng [order_type : giao hàng] của [business_name : domino],takeaway
Vietnamese,train,136,đang mở bài hát nào vậy,đang mở bài hát nào vậy,music
Vietnamese,train,137,cho tôi biết tên bài hát này,cho tôi biết tên bài hát này,music
Vietnamese,train,139,phát danh sách phát jazz của tôi,phát danh sách phát [music_genre : jazz] của tôi,play
Vietnamese,train,140,bắt đầu danh sách phát nhạc jazz của tôi,bắt đầu danh sách phát nhạc [music_genre : jazz] của tôi,play
Vietnamese,train,141,mở danh sách phát yêu thích của tôi,mở danh sách phát yêu thích của tôi,play
Vietnamese,train,142,đó là một bản nhạc hay,đó là một bản nhạc hay,music
Vietnamese,train,143,tôi không thích nó,tôi không thích nó,music
Vietnamese,train,144,tôi thích nó,tôi thích nó,music
Vietnamese,train,145,tôi thích nhạc pop,tôi thích nhạc [music_genre : pop],music
Vietnamese,train,146,bạn có thể phát vài bài jazz không,bạn có thể phát vài [music_genre : bài jazz] không,play
Vietnamese,train,149,bài hát này hay thật đấy,bài hát này hay thật đấy,music
Vietnamese,train,152,thay đổi âm lượng,thay đổi âm lượng,audio
Vietnamese,train,153,bật xáo trộn,bật [player_setting : xáo trộn],music
Vietnamese,train,154,lưu cài đặt,lưu cài đặt,music
Vietnamese,train,155,đặt chế độ sáng đến năm mươi phần trăm,đặt chế độ sáng [change_amount : đến năm mươi phần trăm],iot
Vietnamese,train,156,giảm độ sáng,giảm độ sáng,iot
Vietnamese,train,157,giảm độ sáng,giảm độ sáng,iot
Vietnamese,train,159,giảm độ sáng,giảm độ sáng,iot
Vietnamese,train,160,giảm ánh sáng,giảm ánh sáng,iot
Vietnamese,train,161,olly làm mờ đèn,olly làm mờ đèn,iot
Vietnamese,train,162,pha tôi ly cà phê,pha tôi ly cà phê,iot
Vietnamese,train,163,olly làm cho tôi một cốc cà phê,olly làm cho tôi một cốc cà phê,iot
Vietnamese,train,164,tôi cần một cốc cà phê,tôi cần một cốc cà phê,iot
Vietnamese,train,165,tôi thích một chút cà phê bây giờ,tôi thích một chút cà phê bây giờ,iot
Vietnamese,train,166,bạn khỏe không,bạn khỏe không,general
Vietnamese,train,172,đặt báo thức lúc mười giờ sáng,đặt báo thức lúc [time : mười giờ sáng],alarm
Vietnamese,train,175,cho tôi biết tin tức công nghệ mới nhất,cho tôi biết tin tức [news_topic : công nghệ] mới nhất,news
Vietnamese,train,176,cho tôi biết tin tức công nghệ mới nhất,cho tôi biết tin tức [news_topic : công nghệ] mới nhất,news
Vietnamese,train,179,cho tôi biết thời tiết,cho tôi biết thời tiết,weather
Vietnamese,train,180,thời tiết bây giờ như thế nào,thời tiết bây giờ như thế nào,weather
Vietnamese,train,181,trời đang mưa bây giờ phải không,trời [weather_descriptor : đang mưa] bây giờ phải không,weather
Vietnamese,train,183,mở danh sách phát đinh mạnh ninh của tôi,mở danh sách phát [artist_name : đinh mạnh ninh] của tôi,play
Vietnamese,train,184,phát michael jackson từ danh sách phát của tôi,phát [artist_name : michael jackson] từ danh sách phát của tôi,play
Vietnamese,train,186,phát bài hát cuối cùng từ danh sách phát ưa thích của tôi,phát [song_name : bài hát cuối cùng] từ danh sách phát ưa thích của tôi,play
Vietnamese,train,187,mở to âm lượng,mở to âm lượng,audio
Vietnamese,train,190,bật nguồn,bật [device_type : nguồn],iot
Vietnamese,train,191,bật ổ cắm,bật [device_type : ổ cắm],iot
Vietnamese,train,192,bật ổ cắm,bật [device_type : ổ cắm],iot
Vietnamese,train,193,kể tôi nghe chuyện cười,kể tôi nghe chuyện cười,general
Vietnamese,train,194,bạn có bất kỳ biết trò đùa nào không,bạn có bất kỳ biết trò đùa nào không,general
Vietnamese,train,195,hiện là mấy giờ,hiện là mấy giờ,datetime
Vietnamese,train,196,cho tôi biết giờ ở,cho tôi biết giờ ở,datetime
Vietnamese,train,198,dominoes có bán mang đi hay không,[food_type : dominoes] có [order_type : bán mang đi] hay không,takeaway
Vietnamese,train,199,nơi bán pizza yêu thích của tôi có bán mang đi không,nơi bán [food_type : pizza] yêu thích của tôi có bán [order_type : mang đi] không,takeaway
Vietnamese,train,200,tôi có thể đặt mang đi tại nhà hàng tây ban nha hay không,tôi có thể đặt [order_type : mang đi] tại nhà hàng [food_type : tây ban nha] hay không,takeaway
Vietnamese,train,202,xóa báo thức,xóa báo thức,alarm
Vietnamese,train,203,mở cho tôi những báo thức tôi đặt,mở cho tôi những báo thức tôi đặt,alarm
Vietnamese,train,204,tôi có báo thức nào không,tôi có báo thức nào không,alarm
Vietnamese,train,205,mở báo thức,mở báo thức,alarm
Vietnamese,train,206,thời tiết ở hà nội thế nào,thời tiết ở [place_name : hà nội] thế nào,weather
Vietnamese,train,207,cho tôi biết thời tiết ở thượng hải,cho tôi biết thời tiết ở [place_name : thượng hải],weather
Vietnamese,train,209,làm ơn làm các bóng đèn phù hợp với việc đọc sách,làm ơn làm các bóng đèn [color_type : phù hợp] với [color_type : việc đọc sách],iot
Vietnamese,train,210,điều chỉnh các đèn phù hợp để xem phim,điều chỉnh các đèn [color_type : phù hợp để xem phim],iot
Vietnamese,train,211,làm cho phòng sáng hơn,làm cho [house_place : phòng] sáng hơn,iot
Vietnamese,train,212,và đèn bắt đầu,và đèn bắt đầu,iot
Vietnamese,train,213,hôm nay là ngày mấy,[date : hôm nay] là ngày mấy,datetime
Vietnamese,train,214,hôm nay là ngày gì,[date : hôm nay] là ngày gì,datetime
Vietnamese,train,215,cho tôi biết một ngày,cho tôi biết một ngày,datetime
Vietnamese,train,218,có phải đang mưa ở ngoài vũng tàu,có phải đang [weather_descriptor : mưa] ở ngoài vũng tàu,weather
Vietnamese,train,221,chỉnh ánh sáng sang màu xanh lá,chỉnh ánh sáng sang [color_type : màu xanh lá],iot
Vietnamese,train,222,thêm bài này vào danh sách yêu thích của tôi,thêm bài này vào danh sách yêu thích của tôi,music
Vietnamese,train,223,bài hát này là gì,bài hát này là gì,music
Vietnamese,train,224,này olly tắt các đèn,này olly tắt các đèn,iot
Vietnamese,train,225,tắt các đèn,tắt các đèn,iot
Vietnamese,train,226,làm sạch sàn nhà,làm sạch [house_place : sàn] nhà,iot
Vietnamese,train,227,bật ổ cắm nồi cơm điện,bật [device_type : ổ cắm nồi cơm điện],iot
Vietnamese,train,228,tắt ổ cắm nồi cơm điện,tắt [device_type : ổ cắm nồi cơm điện],iot
Vietnamese,train,231,bạn có thể vui lòng giúp tôi đặt phở gà từ grabfood,bạn có thể vui lòng giúp tôi đặt [food_type : phở gà] từ [business_name : grabfood],takeaway
Vietnamese,train,233,cái một báo thức lúc bốn giờ chiều,cái một báo thức lúc [time : bốn giờ] [timeofday : chiều],alarm
Vietnamese,train,234,olly báo cho tôi lúc ba giờ chiều đi xem buổi biểu diễn,olly báo cho tôi lúc [time : ba giờ chiều] đi xem [event_name : buổi biểu diễn],alarm
Vietnamese,train,235,báo cho tôi lúc ba giờ chiều để tới buổi hòa nhạc,báo cho tôi lúc [time : ba giờ chiều] để tới buổi [event_name : hòa nhạc],alarm
Vietnamese,train,236,tôi có báo thức đặt cho chuyến bay buổi sáng hay không,tôi có báo thức đặt cho [event_name : chuyến bay] [timeofday : buổi sáng] hay không,alarm
Vietnamese,train,238,có báo thức nào không,có báo thức nào không,alarm
Vietnamese,train,239,có phải ở vũng tàu đang mưa,có phải ở [place_name : vũng tàu] [weather_descriptor : đang mưa],weather
Vietnamese,train,240,trời sẽ mưa hôm nay phải không,trời sẽ [weather_descriptor : mưa] [date : hôm nay] phải không,weather
Vietnamese,train,241,ngoài trời như thế nào,ngoài trời như thế nào,weather
Vietnamese,train,243,những gì đang diễn ra trên thế giới vậy,những gì đang diễn ra trên [place_name : thế giới] vậy,news
Vietnamese,train,244,có gì đang diễn ra ở đà nẵng,có gì đang diễn ra ở [place_name : đà nẵng],news
Vietnamese,train,245,cho tôi xem một vài tin tức từ b. b. c.,cho tôi xem một vài tin tức từ [media_type : b. b. c.],news
Vietnamese,train,246,olly cho tôi xem một vài tin tức từ kênh mười bốn,olly cho tôi xem một vài tin tức từ [media_type : kênh mười bốn],news
Vietnamese,train,247,phát tin tức v. t. v. một,phát tin tức [media_type : v. t. v. một],news
Vietnamese,train,248,olly tin tức về tin tặc,olly [media_type : tin tức về tin tặc],news
Vietnamese,train,249,phát cho tôi một vài hihop,phát cho tôi một vài [music_genre : hihop],play
Vietnamese,train,252,mở nhạc death metal,mở nhạc death [music_genre : metal],play
Vietnamese,train,255,tôi thường thích loại nhạc nào sau giờ làm việc,tôi thường thích loại nhạc nào sau giờ làm việc,music
Vietnamese,train,257,olly hãy mở nhạc từ nghệ sĩ piano yêu thích của tôi,olly hãy mở nhạc từ [music_genre : nghệ sĩ piano] yêu thích của tôi,play
Vietnamese,train,259,bạn ồn quá,bạn ồn quá,audio
Vietnamese,train,260,tôi chẳng nghe thấy bạn nói gì cả olly,tôi chẳng nghe thấy bạn nói gì cả olly,audio
Vietnamese,train,262,chuyển thành các đèn màu xanh dương,chuyển thành các đèn [color_type : màu xanh dương],iot
Vietnamese,train,264,làm cho đèn sáng màu xanh dương,làm cho đèn [color_type : sáng màu xanh dương],iot
Vietnamese,train,265,olly chúc ngủ ngon tắt đèn đi,olly chúc ngủ ngon tắt đèn đi,iot
Vietnamese,train,267,ở đây rất là tối,ở đây rất là tối,iot
Vietnamese,train,268,chỉnh đèn sáng hơn,chỉnh đèn sáng hơn,iot
Vietnamese,train,269,olly tối quá tôi thậm chí không thể nhìn thấy bàn tay của mình,olly tối quá tôi thậm chí không thể nhìn thấy bàn tay của mình,iot
Vietnamese,train,270,giờ là mấy giờ,giờ là mấy giờ,datetime
Vietnamese,train,273,bài hát gì đây,bài hát gì đây,music
Vietnamese,train,274,olly bài hát này là gì,olly bài hát này là gì,music
Vietnamese,train,275,ý nghĩa của ca sĩ qua tên bài hát người hãy quên em đi,ý nghĩa của ca sĩ qua tên bài hát [song_name : người hãy quên em đi],music
Vietnamese,train,276,ai đã cover bài hát ngây thơ,ai đã cover bài hát [song_name : ngây thơ],music
Vietnamese,train,277,thời tiết ở paris như thế nào,thời tiết ở [place_name : paris] như thế nào,weather
Vietnamese,train,278,thời tiết như thế nào ở toronto,thời tiết như thế nào ở [place_name : toronto],weather
Vietnamese,train,280,tình trạng hiện tại của các cuộc đàm phán brexit ra sao,tình trạng hiện tại của các cuộc [news_topic : đàm phán brexit] ra sao,news
Vietnamese,train,282,ai sẽ chiến thắng cuộc bầu cử tiếp theo ở pháp,ai sẽ chiến thắng cuộc [news_topic : bầu cử] tiếp theo ở [place_name : pháp],news
Vietnamese,train,283,bạn có mong đợi trời nắng vào ngày chủ nhật không,bạn có mong đợi [weather_descriptor : trời nắng] vào [date : ngày chủ nhật] không,weather
Vietnamese,train,284,tối nay có mưa phải không,[timeofday : tối nay] có [weather_descriptor : mưa] phải không,weather
Vietnamese,train,285,ngày mai trời có gió không,[date : ngày mai] trời [weather_descriptor : có gió] không,weather
Vietnamese,train,287,làm sáng đèn bàn cạnh ghế sofa,làm sáng [device_type : đèn bàn cạnh ghế sofa],iot
Vietnamese,train,288,làm đèn sáng lên,làm đèn sáng lên,iot
Vietnamese,train,289,sài gòn hiện là mấy giờ,[place_name : sài gòn] hiện là mấy giờ,datetime
Vietnamese,train,291,hút bụi nhà bếp,hút bụi [house_place : nhà bếp],iot
Vietnamese,validation,11,tắt các bóng đèn,tắt các bóng đèn,iot
Vietnamese,validation,17,làm mờ đèn ở sảnh,làm mờ đèn ở [house_place : sảnh],iot
Vietnamese,validation,24,làm cho phòng tối hơn,làm cho [house_place : phòng] tối hơn,iot
Vietnamese,validation,26,lau dọn căn hộ,lau dọn [house_place : căn hộ],iot
Vietnamese,validation,30,lau dọn là tốt bụi bẩn rất khó chịu bây giờ phép thuật của bạn làm sạch thảm của tôi,lau dọn là tốt bụi bẩn rất khó chịu bây giờ phép thuật của bạn làm sạch [house_place : thảm] của tôi,iot
Vietnamese,validation,42,cho tôi biết trạng thái trên bộ nhớ có sẵn của tôi,cho tôi biết trạng thái trên bộ nhớ có sẵn của tôi,general
Vietnamese,validation,53,danh sách các lựa chọn giao hàng được bình chọn nhiều nhất cho đồ ăn trung quốc,danh sách các lựa chọn [order_type : giao hàng] được bình chọn nhiều nhất cho đồ ăn [food_type : trung quốc],takeaway
Vietnamese,validation,58,tìm nơi bán món thái mang đi của tôi xung quanh grassmarket,tìm nơi bán [food_type : món thái] [order_type : mang đi] của tôi xung quanh [place_name : grassmarket],takeaway
Vietnamese,validation,67,tôi muốn nghe người hãy quên em đi của mỹ tâm,tôi muốn nghe [song_name : người hãy quên em đi] của [artist_name : mỹ tâm],play
Vietnamese,validation,68,phát cho tôi bài mùa thu ngày khai trường của hương ly,phát cho tôi bài [song_name : mùa thu ngày khai trường] của [artist_name : hương ly],play
Vietnamese,validation,74,ban nhạc nào đang chơi vậy,ban nhạc nào đang chơi vậy,music
Vietnamese,validation,90,bữa ăn tối của tôi có gì,bữa ăn tối của tôi có gì,takeaway
Vietnamese,validation,99,dự báo thời tiết cho tuần là gì,dự báo thời tiết cho [time : tuần] là gì,weather
Vietnamese,validation,107,phát phía sau một cô gái,phát [song_name : phía sau một cô gái],play
Vietnamese,validation,109,phát bài cả một trời thương nhớ,phát bài [song_name : cả một trời thương nhớ],play
Vietnamese,validation,112,phát một vài mỹ tâm,phát một vài [artist_name : mỹ tâm],play
Vietnamese,validation,113,lặp lại bài hát này,[player_setting : lặp lại] bài hát này,music
Vietnamese,validation,115,chỉnh âm lượng nhỏ đi,chỉnh âm lượng [change_amount : nhỏ đi],audio
Vietnamese,validation,127,hôm nay là ngày gì,[date : hôm nay] là ngày gì,datetime
Vietnamese,validation,138,bài hát đó là gì,bài hát đó là gì,music
Vietnamese,validation,147,tôi muốn nghe jazz,tôi muốn nghe [music_genre : jazz],play
Vietnamese,validation,148,olly tôi thích nghe jazz,olly tôi thích nghe [music_genre : jazz],play
Vietnamese,validation,167,ê này,ê này,general
Vietnamese,validation,173,cài báo thức ngày mai lúc sáu giờ sáng,cài báo thức [date : ngày mai] lúc [time : sáu giờ sáng],alarm
Vietnamese,validation,188,tăng âm lượng,tăng âm lượng,audio
Vietnamese,validation,217,bên ngoài đang mưa không,bên ngoài [weather_descriptor : đang mưa] không,weather
Vietnamese,validation,229,ở hà nội là mấy giờ rồi,ở [place_name : hà nội] là mấy giờ rồi,datetime
Vietnamese,validation,230,ở bắc kinh hiện tại là mấy giờ,ở [place_name : bắc kinh] hiện tại là mấy giờ,datetime
Vietnamese,validation,232,cài báo thức lúc sáu giờ sáng,cài báo thức lúc [time : sáu giờ] [timeofday : sáng],alarm
Vietnamese,validation,237,tôi có cài báo thức để đánh thức tôi dậy vào buổi sáng không,tôi có cài báo thức để đánh [alarm_type : thức] tôi [alarm_type : dậy] vào [timeofday : buổi sáng] không,alarm
Vietnamese,validation,242,có gì đang xảy ra ở mỹ,có gì đang xảy ra ở [place_name : mỹ],news
Vietnamese,validation,251,olly death metal bây giờ,olly death [music_genre : metal] bây giờ,play
Vietnamese,validation,271,ở hà nội bây giờ là mấy giờ,ở [place_name : hà nội] bây giờ là mấy giờ,datetime
Vietnamese,validation,295,cho tôi biết những tiêu đề bài báo của hôm nay,cho tôi biết những tiêu đề [media_type : bài báo] [date : của hôm nay],news
Vietnamese,validation,298,phát nhạc của chopin,phát nhạc của [artist_name : chopin],play
Vietnamese,validation,311,ngày kỷ niệm năm nay rơi vào ngày nào,ngày kỷ niệm [date : năm nay] rơi vào ngày nào,datetime
Vietnamese,validation,312,ở đây quá tối,ở đây quá tối,iot
Vietnamese,validation,318,trời sẽ mưa vào ngày mai phải không,trời sẽ [weather_descriptor : mưa] vào [date : ngày mai] phải không,weather
Vietnamese,validation,331,yên tĩnh hơn,yên tĩnh hơn,audio
Vietnamese,validation,345,nhiệt độ ngày mai ngoài đó sẽ như thế nào,[weather_descriptor : nhiệt độ] [date : ngày mai] ngoài đó sẽ như thế nào,weather
Vietnamese,validation,346,dự báo thời tiết ngày mai như thế nào,dự báo thời tiết [date : ngày mai] như thế nào,weather
Vietnamese,validation,353,ngày hai hai tháng ba là thứ mấy trong tuần,[date : ngày hai hai tháng ba] là thứ mấy trong tuần,datetime
Vietnamese,validation,365,hôm nay phải thứ hai không,hôm nay phải thứ hai không,datetime
Vietnamese,validation,368,thời tiết như thế nào ở thành phố new york,thời tiết như thế nào ở thành phố [place_name : new york],weather
Vietnamese,validation,375,có phải trời đang nắng ở bình dương bây giờ không,có phải [weather_descriptor : trời] đang [weather_descriptor : nắng] ở [place_name : bình dương] bây giờ không,weather
Vietnamese,validation,387,hãy cho tôi biết ngay nếu như có tin tức về sự kiện brexit,hãy cho tôi biết ngay nếu như có tin tức về sự kiện [news_topic : brexit],news
Vietnamese,validation,388,tắt ổ cắm thông minh,tắt [device_type : ổ cắm thông minh],iot
Vietnamese,validation,392,mở một bài hát từ yêu thích của tôi,mở một bài hát từ yêu thích của tôi,play
Vietnamese,validation,406,tôi muốn nghe nhạc pop,tôi muốn nghe nhạc [music_genre : pop],play
Vietnamese,validation,415,thay đổi các bóng đèn phòng của tôi để tôi có thể có một giấc ngủ ngon,thay đổi các bóng đèn phòng của tôi để tôi có thể có một [color_type : giấc ngủ ngon],iot
Vietnamese,validation,431,thời tiết vào thứ sáu như thế nào,thời tiết vào [date : thứ sáu] như thế nào,weather
Vietnamese,validation,434,hôm nay là ngày mấy,[date : hôm nay] là ngày mấy,datetime
Vietnamese,validation,439,tôi có nên mặc áo khoác hôm nay,tôi có nên mặc [weather_descriptor : áo khoác] [date : hôm nay],weather
Vietnamese,validation,444,ngưng xáo trộn,[player_setting : ngưng xáo trộn],music
Vietnamese,validation,465,ngày hôm nay là ngày gì,ngày hôm nay là ngày gì,datetime
Vietnamese,validation,476,việc gì bạn không thể làm,việc gì bạn không thể làm,general
Vietnamese,validation,480,hãy nói cho tôi giờ giấc,hãy nói cho tôi giờ giấc,datetime
Vietnamese,validation,490,ngoài trời nóng phải không,ngoài trời [weather_descriptor : nóng] phải không,weather
Vietnamese,validation,510,tôi có báo thức nào được cài đặt không,tôi có báo thức nào được cài đặt không,alarm
Vietnamese,validation,511,bởi mỹ tâm,bởi mỹ tâm,weather
Vietnamese,validation,516,vui lòng tắt tiếng trong một giờ tới,vui lòng tắt tiếng trong [time : một giờ tới],audio
Vietnamese,validation,517,phát bài hát yêu thích của tôi,phát bài hát yêu thích của tôi,play
Vietnamese,validation,523,cái đó rất nguy hiểm,cái đó rất nguy hiểm,weather
Vietnamese,validation,532,vui lòng cho tôi biết tin tức quốc tế,vui lòng cho tôi biết tin tức [place_name : quốc tế],news
Vietnamese,validation,534,cài một cuộc gọi báo thức lúc mười giờ sáng,cài một cuộc gọi báo thức lúc [time : mười giờ sáng],alarm
Vietnamese,validation,536,đặt báo thức lúc ba giờ chiều,đặt báo thức lúc [time : ba giờ chiều],alarm
Vietnamese,validation,538,cài báo thức lúc một giờ chiều,cài báo thức lúc [time : một giờ chiều],alarm
Vietnamese,validation,541,phát bài hát ngay lập tức,phát bài hát [song_name : ngay lập tức],play
Vietnamese,validation,552,email tôi lời bài hát này,email tôi lời bài hát này,music
Vietnamese,validation,562,tắt báo thức lúc tám giờ sáng của tôi,tắt báo thức lúc [time : tám giờ sáng] của tôi,alarm
Vietnamese,validation,582,trời sẽ mưa vào ngày mai phải không,trời sẽ [weather_descriptor : mưa] vào [date : ngày mai] phải không,weather
Vietnamese,validation,595,làm ơn tôi muốn nghe bài tìm lại của bức tường,làm ơn tôi muốn nghe bài [song_name : tìm lại] của [artist_name : bức tường],play
Vietnamese,validation,601,bắt đầu báo thức,bắt đầu báo thức,alarm
Vietnamese,validation,610,tôi muốn thức dậy lúc sáu giờ sáng ngày mai,tôi muốn thức dậy lúc [time : sáu giờ sáng] [date : ngày mai],alarm
Vietnamese,validation,616,olly mở bài hát từ danh sách phát của tôi,olly mở bài hát từ danh sách phát của tôi,play
Vietnamese,validation,617,lễ tạ ơn vào ngày nào trong tuần,[event_name : lễ tạ ơn] vào ngày nào trong tuần,datetime
Vietnamese,validation,626,cho tôi nghe bông hồng thủy tinh,cho tôi nghe [song_name : bông hồng thủy tinh],play
Vietnamese,validation,638,bạn có thể kiếm một truyện cười về động vật cho tôi không,bạn có thể kiếm một truyện cười [joke_type : về động vật] cho tôi không,general
Vietnamese,validation,657,thời tiết hiện tại thế nào,thời tiết hiện tại thế nào,weather
Vietnamese,validation,658,hiện tại là mấy giờ ở sài gòn,hiện tại là mấy giờ ở [place_name : sài gòn],datetime
Vietnamese,validation,676,cài đặt khu vực thời gian,cài đặt khu vực thời gian,datetime
Vietnamese,validation,678,bật ổ cắm t. v. khi tôi về đến nhà,bật ổ cắm [device_type : t. v.] khi tôi về đến nhà,iot
Vietnamese,validation,682,theo dõi tin tức về sao kê từ thiện trong tương lai,theo dõi tin tức về [news_topic : sao kê từ thiện] trong [time : tương lai],news
Vietnamese,validation,689,giảm âm lượng,giảm âm lượng,audio
Vietnamese,validation,691,tôi không nghe thấy gì tăng âm lượng,tôi không nghe thấy gì tăng âm lượng,audio
Vietnamese,validation,697,bạn có thể làm sáng các đèn không,bạn có thể làm sáng các đèn không,iot
Vietnamese,validation,707,bây giờ tôi muốn nghe chopin,bây giờ tôi muốn nghe [artist_name : chopin],play
Vietnamese,validation,708,ai đang dẫn đầu giải đua công thức một ngay bây giờ,ai đang dẫn đầu giải đua [news_topic : công thức một] ngay bây giờ,news
Vietnamese,validation,710,chuẩn bị cà phê,chuẩn bị cà phê,iot
Vietnamese,validation,711,đọc những tiêu đề từ tờ tuổi trẻ,đọc những tiêu đề từ [media_type : tờ tuổi trẻ],news
Vietnamese,validation,718,tôi có thể biết tin tức nóng hổi từ kênh mười bốn không,tôi có thể biết tin tức nóng hổi từ [media_type : kênh mười bốn] không,news
Vietnamese,validation,737,bạn nói nhỏ giọng lại đi,bạn nói nhỏ giọng lại đi,audio
Vietnamese,validation,741,phát các bài hát từ r. b. và soul genre,phát các bài hát từ [artist_name : r. b.] và [music_genre : soul] genre,play
Vietnamese,validation,756,bạn có thể tắt ổ chuyển đổi thông minh không,bạn có thể tắt [device_type : ổ chuyển đổi thông minh] không,iot
Vietnamese,validation,762,thời tiết như thế nào trong tuần này,thời tiết như thế nào trong [date : tuần này],weather
Vietnamese,validation,763,thời tiết sẽ như thế nào trong tuần này,thời tiết sẽ như thế nào trong [date : tuần này],weather
Vietnamese,validation,776,kể cho tôi nếu có động đất xảy ra trên thế giới,kể cho tôi nếu có [news_topic : động đất] xảy ra trên thế giới,news
Vietnamese,validation,778,phát người hãy quên em đi của mỹ tâm,phát [song_name : người hãy quên em đi] của [artist_name : mỹ tâm],play
Vietnamese,validation,803,này olly tắt tiếng loa,này olly tắt tiếng loa,audio
Vietnamese,validation,806,vui lòng giảm tất cả âm lượng loa,vui lòng giảm tất cả âm lượng loa,audio
Vietnamese,validation,807,bây giờ pha cà phê,bây giờ pha cà phê,iot
